ts,consumer1,consumer2
2019-02-01 00:36:10,145.8341197,146.8278365
2019-02-01 00:36:20,135.4474326,149.6760907
2019-02-01 00:36:30,134.105879,139.6309725
2019-02-01 00:36:40,145.5764743,143.0497175
2019-02-01 00:36:50,147.6404874,132.2292112
2019-02-01 00:37:00,134.931258,130.919532
2019-02-01 00:37:10,141.963139,135.3331004
2019-02-01 00:37:20,131.0465741,135.3256778
2019-02-01 00:37:30,129.7486077,123.7026793
2019-02-01 00:37:40,155.3117483,141.8505873
2019-02-01 00:37:50,155.3189056,146.0707623
2019-02-01 00:38:00,155.326063,143.807402
2019-02-01 00:38:10,153.7876161,142.3830432
2019-02-01 00:38:20,152.2644067,131.6295093
2019-02-01 00:38:30,151.3727596,142.6531135
2019-02-01 00:38:40,149.8734678,140.7411932
2019-02-01 00:38:50,136.9720152,133.0018388
2019-02-01 00:39:00,151.1543526,140.4909142
2019-02-01 00:39:10,132.8548814,141.6091203
2019-02-01 00:39:20,131.5390013,135.2118387
2019-02-01 00:39:30,159.9672792,138.3488077
2019-02-01 00:39:40,150.5462976,140.7256097
2019-02-01 00:39:50,143.3234723,133.7862842
2019-02-01 00:40:00,150.6223804,138.8531701
2019-02-01 00:40:10,148.2816487,133.5443662
2019-02-01 00:40:20,144.9834386,146.1364287
2019-02-01 00:40:30,137.6897865,133.5566661
2019-02-01 00:40:40,139.2403266,132.2338328
2019-02-01 00:40:50,146.2440615,143.3673115
2019-02-01 00:41:00,144.7955632,141.9473065
2019-02-01 00:41:10,127.0113762,132.2580069
2019-02-01 00:41:20,167.4670915,156.1697499
2019-02-01 00:41:30,153.0511341,147.5902734
2019-02-01 00:41:40,151.5352128,134.8853585
2019-02-01 00:41:50,151.2094126,147.9894054
2019-02-01 00:42:00,147.4624733,150.5101133
2019-02-01 00:42:10,142.5903364,137.5538509
2019-02-01 00:42:20,135.5966499,134.5229876
2019-02-01 00:42:30,141.2825928,132.72272
2019-02-01 00:42:40,150.7116542,136.2780093
2019-02-01 00:42:50,137.7380416,129.6714715
2019-02-01 00:43:00,141.1899571,135.5004813
2019-02-01 00:43:10,156.576721,147.1266549
2019-02-01 00:43:20,151.331053,134.4616465
2019-02-01 00:43:30,144.6787898,138.7059641
2019-02-01 00:43:40,143.5849965,151.4811365
2019-02-01 00:43:50,142.1628303,138.1169573
2019-02-01 00:44:00,140.7547499,126.8482719
2019-02-01 00:44:10,147.6087935,152.4537621
2019-02-01 00:44:20,145.2194235,145.4419624
2019-02-01 00:44:30,143.7810675,132.9219743
2019-02-01 00:44:40,143.787681,126.5366358
2019-02-01 00:44:50,146.8310864,135.4610967
2019-02-01 00:45:00,139.3331214,123.8002844
2019-02-01 00:45:10,155.6337399,147.1644924
2019-02-01 00:45:20,155.6408972,152.9756432
2019-02-01 00:45:30,159.8053577,149.4967092
2019-02-01 00:45:40,158.22253,145.847208
2019-02-01 00:45:50,143.0764776,145.4816482
2019-02-01 00:46:00,168.3077297,148.2720877
2019-02-01 00:46:10,153.8193991,146.5218313
2019-02-01 00:46:20,146.4663528,132.2732243
2019-02-01 00:46:30,160.2768327,132.3765166
2019-02-01 00:46:40,149.8473929,128.9194363
2019-02-01 00:46:50,141.661248,127.6425232
2019-02-01 00:47:00,153.8547587,149.5488267
2019-02-01 00:47:10,150.390901,144.4142457
2019-02-01 00:47:20,144.0881246,142.9838597
2019-02-01 00:47:30,152.3448703,133.2062626
2019-02-01 00:47:40,149.47137,129.8759602
2019-02-01 00:47:50,154.1985232,147.0248526
2019-02-01 00:48:00,152.6712251,134.3685997
2019-02-01 00:48:10,145.0823083,138.1891482
2019-02-01 00:48:20,152.6852563,141.9066015
2019-02-01 00:48:30,151.1729458,140.501051
2019-02-01 00:48:40,149.6756141,135.3712586
2019-02-01 00:48:50,158.5802319,144.12557
2019-02-01 00:49:00,157.0095321,140.1745259
2019-02-01 00:49:10,155.4543894,138.78613
2019-02-01 00:49:20,158.1805846,141.4555875
2019-02-01 00:49:30,154.3119921,140.0545024
2019-02-01 00:49:40,152.7835669,138.6672944
2019-02-01 00:49:50,158.7558458,136.1948666
2019-02-01 00:50:00,159.7366537,138.2233099
2019-02-01 00:50:10,157.2260233,145.6555678
2019-02-01 00:50:20,155.668734,133.1171822
2019-02-01 00:50:30,143.6982235,144.219504
2019-02-01 00:50:40,163.2409951,145.3285346
2019-02-01 00:50:50,161.6241278,143.8890864
2019-02-01 00:51:00,160.0232749,142.4638953
2019-02-01 00:51:10,149.2025127,139.2055219
2019-02-01 00:51:20,147.7246926,137.2898415
2019-02-01 00:51:30,146.2615098,135.9300137
2019-02-01 00:51:40,144.5966375,141.6170654
2019-02-01 00:51:50,147.6816376,140.6496932
2019-02-01 00:52:00,137.2290134,132.8633579
2019-02-01 00:52:10,141.7529279,136.0822011
2019-02-01 00:52:20,141.7594343,138.1212219
2019-02-01 00:52:30,140.3553343,132.7076493
2019-02-01 00:52:40,164.4571231,138.6806873
2019-02-01 00:52:50,151.8108045,139.7313621
2019-02-01 00:53:00,150.0011887,149.7727213
2019-02-01 00:53:10,148.5154545,139.1204989
2019-02-01 00:53:20,147.0444359,131.608984
2019-02-01 00:53:30,146.7610558,142.7590807
2019-02-01 00:53:40,145.3074136,141.3450774
2019-02-01 00:53:50,135.0224116,134.0297154
2019-02-01 00:54:00,145.467784,143.8933189
2019-02-01 00:54:10,136.8351999,131.5066257
2019-02-01 00:54:20,131.604185,130.2040748
2019-02-01 00:54:30,144.7016912,149.6410084
2019-02-01 00:54:40,143.6419887,149.6478724
2019-02-01 00:54:50,135.6720244,148.1656346
2019-02-01 00:55:00,137.8723087,141.0908252
2019-02-01 00:55:10,143.3663388,137.3406539
2019-02-01 00:55:20,131.5601429,140.8754535
2019-02-01 00:55:30,127.3200226,128.7485434
2019-02-01 00:55:40,127.5201803,127.6654736
2019-02-01 00:55:50,132.3640898,136.8034491
2019-02-01 00:56:00,131.0530431,135.4484313
2019-02-01 00:56:10,122.7391627,118.8122619
2019-02-01 00:56:20,150.9776728,151.2212015
2019-02-01 00:56:30,149.4822604,132.9136081
2019-02-01 00:56:40,136.6144529,131.5971174
2019-02-01 00:56:50,144.6899222,144.0055413
2019-02-01 00:57:00,142.3495744,131.6091829
2019-02-01 00:57:10,140.9396209,130.3056116
2019-02-01 00:57:20,144.3064897,138.8171186
2019-02-01 00:57:30,143.8845475,140.8312038
2019-02-01 00:57:40,143.5560225,137.1467513
2019-02-01 00:57:50,142.1341181,135.7883299
2019-02-01 00:58:00,132.5887273,141.1993111
2019-02-01 00:58:10,139.260446,144.0583518
2019-02-01 00:58:20,137.8810879,142.6314709
2019-02-01 00:58:30,131.0273359,135.5415883
2019-02-01 00:58:40,147.2211478,131.6695107
2019-02-01 00:58:50,136.2548394,130.3653391
2019-02-01 00:59:00,124.5256778,129.0740848
2019-02-01 00:59:10,139.6557567,148.3423242
2019-02-01 00:59:20,141.9813606,130.3832573
2019-02-01 00:59:30,129.7592447,129.0918248
2019-02-01 00:59:40,135.2003797,134.5049732
2019-02-01 00:59:50,135.2065726,139.8648112
2019-02-01 01:00:00,133.8673648,127.8248925
2019-02-01 01:00:10,165.5519428,182.9887175
2019-02-01 01:00:20,165.5690766,185.2892093
2019-02-01 01:00:30,172.1767063,183.5248567
2019-02-01 01:00:40,170.4811437,175.9618971
2019-02-01 01:00:50,155.8146765,172.6605792
2019-02-01 01:01:00,173.3523778,184.6685088
2019-02-01 01:01:10,158.4388954,169.4831668
2019-02-01 01:01:20,158.4267839,161.0415006
2019-02-01 01:01:30,162.9607628,172.0691651
2019-02-01 01:01:40,161.3559467,167.8213993
2019-02-01 01:01:50,159.7669329,166.1687145
2019-02-01 01:02:00,169.2112832,172.4420192
2019-02-01 01:02:10,168.4993441,181.0145099
2019-02-01 01:02:20,154.003356,165.4418429
2019-02-01 01:02:30,167.1916131,172.3891598
2019-02-01 01:02:40,168.7308766,172.4069754
2019-02-01 01:02:50,165.9392878,160.758058
2019-02-01 01:03:00,164.3051255,159.1749202
2019-02-01 01:03:10,150.1699577,151.2713967
2019-02-01 01:03:20,157.6707957,164.4375078
2019-02-01 01:03:30,156.1180561,152.4096959
2019-02-01 01:03:40,148.3663105,156.0874965
2019-02-01 01:03:50,163.6239738,172.3953012
2019-02-01 01:04:00,147.3900758,170.6975494
2019-02-01 01:04:10,145.9385744,169.0165153
2019-02-01 01:04:20,150.6751636,174.3917429
2019-02-01 01:04:30,149.1913073,169.0514134
2019-02-01 01:04:40,147.7220626,167.3865851
2019-02-01 01:04:50,154.7585135,156.0768575
2019-02-01 01:05:00,154.7744839,156.092964
2019-02-01 01:05:10,146.5812356,156.3021032
